"3_judge_dc","docket","name","citation.led","citation.lexis","citation.sct","citation.us","decision.authority","decision.direction","decision.dissent agrees","decision.jurisdiction","decision.precedent altered?","decision.term","decision.type","decision.unconstitutional","decision.winning party","id.case","id.case issues","id.docket","id.vote","issue.area","issue.id","issue.text","laws.id","laws.type","lower court.direction","lower court.disagreement?","lower court.disposition","lower court.reasons","natural court.chief","natural court.id","natural court.period","origin.id","origin.name","source.id","source.name","voting.majority","voting.minority","voting.split on second","voting.unclear","arguments.petitioner.entity","arguments.petitioner.id","arguments.respondent.entity","arguments.respondent.id","decision.admin action.agency","decision.admin action.id","decision.case.disposition","decision.case.unusual","decision.date.day","decision.date.full","decision.date.month","decision.date.year","voting.majority assigner.id","voting.majority assigner.name","voting.majority writer.id","voting.majority writer.name"
"True","96","JANICE R. LACHANCE, ACTING DIRECTOR, OFFICE OF PERSONNEL MANAGEMENT v. LESTER E. ERICKSON, JR., et al.","139 L. Ed. 2d 695","1998 U.S. LEXIS 636","118 S. Ct. 753","522 U.S. 262","1.0","conservative","True","cert","True","1997","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1997-017","1997-017-01-01","1997-017-01","1997-017-01-01-01","Due Process","40030","due process: hearing, government employees","2","Constitutional Amendment","liberal","True","affirmed","no reason given","Rehnquist","1607","7","8","U.S. Court of Appeals  Federal Circuit","8","U.S. Court of Appeals  Federal Circuit","9","0","True","True","Office of Personnel Management","390","governmental employee or job applicant","8","Merit Systems Protection Board  ","74","reversed","True","21","1/21/1998","1","1998","102","WHRehnquist","102","WHRehnquist"
"True","83","CORNELIUS, ACTING DIRECTOR, OFFICE OF PERSONNEL MANAGEMENT v. NUTT et al.","86 L. Ed. 2d 515","1985 U.S. LEXIS 99","105 S. Ct. 2882","472 U.S. 648","4.0","conservative","True","cert","True","1984","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1984-138","1984-138-01-01","1984-138-01","1984-138-01-01-01","Due Process","40030","due process: hearing, government employees","6","Infrequently litigated statutes","liberal","True","affirmed","to resolve important or significant question","Burger","1507","7","8","U.S. Court of Appeals  Federal Circuit","8","U.S. Court of Appeals  Federal Circuit","6","2","True","True","Office of Personnel Management","390","governmental employee or job applicant","8","Merit Systems Protection Board  ","74","reversed","True","24","6/24/1985","6","1985","99","WEBurger","100","HABlackmun"
"True","72","SAMPSON, ADMINISTRATOR, GENERAL SERVICES ADMINISTRATION, et al. v. MURRAY","39 L. Ed. 2d 166","1974 U.S. LEXIS 7","94 S. Ct. 937","415 U.S. 61","3.0","conservative","True","cert","True","1973","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1973-049","1973-049-01-01","1973-049-01","1973-049-01-01-01","Criminal Procedure","10360","subconstitutional fair procedure: miscellaneous","10","Unspecified","liberal","True","affirmed","no reason given","Burger","1504","4","55","District Of Columbia U.S. District Court","32","U.S. Court of Appeals  District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals  which has local jurisdiction)","6","3","True","True","General Services Administration","361","governmental employee or job applicant","8","General Services Administration  ","61","reversed","True","19","2/19/1974","2","1974","99","WEBurger","102","WHRehnquist"
"True","83","UNITED STATES v. WOODWARD","83 L. Ed. 2d 518","1985 U.S. LEXIS 29","105 S. Ct. 611","469 U.S. 105","4.0","conservative","True","cert","True","1984","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1984-010","1984-010-01-01","1984-010-01","1984-010-01-01-01","Criminal Procedure","10420","statutory construction of criminal laws: false statements (cf. statutory construction of criminal laws: perjury)","10","Unspecified","liberal","True","reversed","no reason given","Burger","1507","7","51","California Southern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","9","0","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","7","1/7/1985","1","1985","99","WEBurger","117","Unspecified"
"True","1","UNITED STATES v. ANGELA RUIZ","153 L. Ed. 2d 586","2002 U.S. LEXIS 4650","122 S. Ct. 2450","536 U.S. 622","2.0","conservative","True","cert","True","2001","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2001-078","2001-078-01-01","2001-078-01","2001-078-01-01-01","Criminal Procedure","10030","plea bargaining: the constitutionality of and/or the circumstances of its exercise","2","Constitutional Amendment","liberal","True","vacated and remanded","federal court conflict","Rehnquist","1607","7","51","California Southern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","9","0","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","24","6/24/2002","6","2002","102","WHRehnquist","110","SGBreyer"
"True","84","UNITED STATES v. BENCHIMOL","85 L. Ed. 2d 462","1985 U.S. LEXIS 12","105 S. Ct. 2103","471 U.S. 453","4.0","conservative","True","cert","True","1984","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1984-095","1984-095-01-01","1984-095-01","1984-095-01-01-01","Criminal Procedure","10030","plea bargaining: the constitutionality of and/or the circumstances of its exercise","4","Court Rules","liberal","True","reversed","no reason given","Burger","1507","7","50","California Northern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","7","2","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","12","5/12/1985","5","1985","99","WEBurger","117","Unspecified"
"True","7","UNITED STATES v. AHMED RESSAM","170 L. Ed. 2d 640","2008 U.S. LEXIS 4316","128 S. Ct. 1858","553 U.S. 272","4.0","conservative","True","cert","True","2007","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2007-037","2007-037-01-01","2007-037-01","2007-037-01-01-01","Criminal Procedure","10440","statutory construction of criminal laws: firearms","3","Federal Statute","liberal","True","vacated","federal court conflict","Roberts","1702","2","129","Washington Western U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","8","1","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","19","5/19/2008","5","2008","111","JGRoberts","103","JPStevens"
"True","95","UNITED STATES v. GUY JEROME URSERY","135 L. Ed. 2d 549","1996 U.S. LEXIS 4256","116 S. Ct. 2135","518 U.S. 267","1.0","conservative","True","cert","True","1995","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1995-079","1995-079-01-01","1995-079-01","1995-079-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","liberal","True","reversed","no reason given","Rehnquist","1607","7","81","Michigan Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","8","1","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","24","6/24/1996","6","1996","102","WHRehnquist","102","WHRehnquist"
"True","78","UNITED STATES v. TIMMRECK","60 L. Ed. 2d 634","1979 U.S. LEXIS 104","99 S. Ct. 2085","441 U.S. 780","4.0","conservative","True","cert","True","1978","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1978-097","1978-097-01-01","1978-097-01","1978-097-01-01-01","Criminal Procedure","10370","Federal Rules of Criminal Procedure","4","Court Rules","liberal","True","reversed","to resolve important or significant question","Burger","1506","6","81","Michigan Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","21","5/21/1979","5","1979","99","WEBurger","103","JPStevens"
"True","78","UNITED STATES v. BATCHELDER","60 L. Ed. 2d 755","1979 U.S. LEXIS 122","99 S. Ct. 2198","442 U.S. 114","4.0","conservative","True","cert","True","1978","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1978-106","1978-106-01-01","1978-106-01","1978-106-01-01-01","Criminal Procedure","10440","statutory construction of criminal laws: firearms","3","Federal Statute","liberal","True","unusual disposition","no reason given","Burger","1506","6","67","Illinois Southern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","9","0","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","4","6/4/1979","6","1979","99","WEBurger","98","TMarshall"
"True","75","UNITED STATES v. AGURS","49 L. Ed. 2d 342","1976 U.S. LEXIS 72","96 S. Ct. 2392","427 U.S. 97","1.0","conservative","True","cert","True","1975","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1975-147","1975-147-01-01","1975-147-01","1975-147-01-01-01","Due Process","40010","due process: miscellaneous (cf. loyalty oath), the residual code","2","Constitutional Amendment","liberal","True","reversed","no reason given","Burger","1506","6","55","District Of Columbia U.S. District Court","32","U.S. Court of Appeals  District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals  which has local jurisdiction)","7","2","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","24","6/24/1976","6","1976","99","WEBurger","103","JPStevens"
"True","16","UNITED STATES v. ROBINSON et al.","4 L. Ed. 2d 259","1960 U.S. LEXIS 2023","80 S. Ct. 282","361 U.S. 220","4.0","conservative","True","cert","True","1959","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1959-018","1959-018-01-01","1959-018-01","1959-018-01-01-01","Criminal Procedure","10370","Federal Rules of Criminal Procedure","4","Court Rules","liberal","True","remand","to resolve important or significant question","Warren","1406","6","55","District Of Columbia U.S. District Court","32","U.S. Court of Appeals  District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals  which has local jurisdiction)","7","2","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","11","1/11/1960","1","1960","90","EWarren","93","CEWhittaker"
"True","78","UNITED STATES v. ADDONIZIO et al.","60 L. Ed. 2d 805","1979 U.S. LEXIS 125","99 S. Ct. 2235","442 U.S. 178","4.0","conservative","True","cert","True","1978","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1978-109","1978-109-01-01","1978-109-01","1978-109-01-01-01","Criminal Procedure","10020","habeas corpus","3","Federal Statute","liberal","True","unusual disposition","federal court conflict","Burger","1506","6","92","New Jersey U.S. District Court","23","U.S. Court of Appeals  Third Circuit","7","0","True","True","United States","27","person convicted of crime","126","United States Parole Commission  ","111","reversed","True","4","6/4/1979","6","1979","99","WEBurger","103","JPStevens"
"True","1","UNITED STATES, et al. v. THOMAS LAMAR BEAN","154 L. Ed. 2d 483","2002 U.S. LEXIS 9236","123 S. Ct. 584","537 U.S. 71","4.0","conservative","True","cert","True","2002","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2002-008","2002-008-01-01","2002-008-01","2002-008-01-01-01","Judicial Power","90120","judicial review of administrative agency's or administrative official's actions and procedures","3","Federal Statute","liberal","True","affirmed","no reason given","Rehnquist","1607","7","119","Texas Eastern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","9","0","True","True","United States","27","person convicted of crime","126","Department or Secretary of the Treasury  ","108","reversed","True","10","12/10/2002","12","2002","102","WHRehnquist","108","CThomas"
"True","87","UNITED STATES v. BROCE et al.","102 L. Ed. 2d 927","1989 U.S. LEXIS 577","109 S. Ct. 757","488 U.S. 563","1.0","conservative","True","cert","True","1988","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1988-027","1988-027-01-01","1988-027-01","1988-027-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","liberal","True","affirmed","no reason given","Rehnquist","1603","3","72","Kansas U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","6","3","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","23","1/23/1989","1","1989","102","WHRehnquist","106","AMKennedy"
"True","90","UNITED STATES v. FRANK DENNIS FELIX","118 L. Ed. 2d 25","1992 U.S. LEXIS 1954","112 S. Ct. 1377","503 U.S. 378","1.0","conservative","True","cert","True","1991","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1991-052","1991-052-01-01","1991-052-01","1991-052-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","liberal","True","reversed","federal court conflict","Rehnquist","1605","5","105","Oklahoma Eastern U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","9","0","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","25","3/25/1992","3","1992","102","WHRehnquist","102","WHRehnquist"
"True","134","UNITED STATES v. WILLIAMS ET AL.","95 L. Ed. 2d 747","1951 U.S. LEXIS 1955","71 S. Ct. 595","341 U.S. 58","2.0","conservative","True","appeal","True","1950","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1950-062","1950-062-01-01","1950-062-01","1950-062-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Vinson","1303","3","58","Florida Southern U.S. District Court","58","Florida Southern U.S. District Court","7","2","True","True","United States","27","person convicted of crime","126","Unidentifiable  ","118","reversed","True","23","4/23/1951","4","1951","87","FMVinson","79","SFReed"
"True","9","HARRY F. CONNICK, DISTRICT ATTORNEY, et al., PETITIONERS v. JOHN THOMPSON","179 L. Ed. 2d 417","2011 U.S. LEXIS 2594","131 S. Ct. 1350","563 U.S. 51","4.0","conservative","True","cert","True","2010","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2010-031","2010-031-01-01","2010-031-01","2010-031-01-01-01","Civil Rights","20400","liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)","3","Federal Statute","liberal","True","affirmed","no reason given","Roberts","1704","4","75","Louisiana Eastern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","5","4","True","True","governmental official / or an official of an agency established under an interstate compact","19","person convicted of crime","126","Unidentifiable  ","118","reversed","True","29","3/29/2011","3","2011","111","JGRoberts","108","CThomas"
"True","75","WEATHERFORD, AGENT OF THE SOUTH CAROLINA LAW ENFORCEMENT DIVISION, et al. v. BURSEY","51 L. Ed. 2d 30","1977 U.S. LEXIS 40","97 S. Ct. 837","429 U.S. 545","2.0","conservative","True","cert","True","1976","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1976-045","1976-045-01-01","1976-045-01","1976-045-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2","Constitutional Amendment","liberal","True","reversed","no reason given","Burger","1506","6","114","South Carolina U.S. District Court","24","U.S. Court of Appeals  Fourth Circuit","7","2","True","True","governmental official / or an official of an agency established under an interstate compact","19","person convicted of crime","126","Unidentifiable  ","118","reversed","True","22","2/22/1977","2","1977","99","WEBurger","95","BRWhite"
"True","14","RANDY WHITE, WARDEN, PETITIONER v. ROGER L. WHEELER","193 L. Ed. 2d 384","2015 U.S. LEXIS 7998","136 S. Ct. 456","unspecified","2.0","conservative","True","cert","True","2015","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2015-084","2015-084-01-01","2015-084-01","2015-084-01-01-01","Criminal Procedure","10130","cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Roberts","1704","4","302","State Trial Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","governmental employee or job applicant","8","person convicted of crime","126","Unidentifiable  ","118","reversed","True","14","12/14/2015","12","2015","111","JGRoberts","117","Unspecified"
"True","96","OHIO ADULT PAROLE AUTHORITY, et al. v. EUGENE WOODARD","140 L. Ed. 2d 387","1998 U.S. LEXIS 2130","118 S. Ct. 1244","523 U.S. 272","2.0","conservative","True","cert","True","1997","opinion of the court (orally argued)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1997-046","1997-046-01-01","1997-046-01","1997-046-01-01-01","Due Process","40040","due process: prisoners' rights and defendants' rights","2","Constitutional Amendment","conservative","True","affirmed and reversed (or vacated) in part and remanded","no reason given","Rehnquist","1607","7","104","Ohio Southern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","state commission / board / committee / or authority","4","person convicted of crime","126","Unidentifiable  ","118","reversed","True","25","3/25/1998","3","1998","102","WHRehnquist","102","WHRehnquist"
"True","9","VINCENT CULLEN, ACTING WARDEN, PETITIONER v. SCOTT LYNN PINHOLSTER","179 L. Ed. 2d 557","2011 U.S. LEXIS 2616","131 S. Ct. 1388","563 U.S. 170","4.0","conservative","True","cert","True","2010","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2010-035","2010-035-01-01","2010-035-01","2010-035-01-01-01","Criminal Procedure","10020","habeas corpus","3","Federal Statute","liberal","True","reversed","to resolve question presented","Roberts","1704","4","48","California Central U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","5","4","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","4","4/4/2011","4","2011","111","JGRoberts","108","CThomas"
"True","1","BILL LOCKYER, ATTORNEY GENERAL OF CALIFORNIA v. LEANDRO ANDRADE","155 L. Ed. 2d 144","2003 U.S. LEXIS 1950","123 S. Ct. 1166","538 U.S. 63","4.0","conservative","True","cert","True","2002","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2002-029","2002-029-01-01","2002-029-01","2002-029-01-01-01","Criminal Procedure","10020","habeas corpus","3","Federal Statute","liberal","True","reversed and remanded","no reason given","Rehnquist","1607","7","48","California Central U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","5","4","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","5","3/5/2003","3","2003","102","WHRehnquist","104","SDOConnor"
"True","45","CALIFORNIA v. HURST.","14 L. Ed. 2d 713","1965 U.S. LEXIS 976","85 S. Ct. 1796","381 U.S. 760","7.0","conservative","True","cert","True","1964","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1964-132","1964-132-01-01","1964-132-01","1964-132-01-01-01","Criminal Procedure","10040","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","5","Other","liberal","True","affirmed","no reason given","Warren","1408","8","50","California Northern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","7","2","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","7","6/7/1965","6","1965","90","EWarren","117","Unspecified"
"True","74","STONE, WARDEN v. POWELL","49 L. Ed. 2d 1067","1976 U.S. LEXIS 86","96 S. Ct. 3037","428 U.S. 465","3.0","conservative","True","cert","True","1975","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1975-181","1975-181-01-01","1975-181-01","1975-181-01-01-01","Criminal Procedure","10020","habeas corpus","3","Federal Statute","liberal","True","reversed","no reason given","Burger","1506","6","50","California Northern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","6","3","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","6","7/6/1976","7","1976","99","WEBurger","101","LFPowell"
"True","98","TERRY STEWART, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS, et al. v. WALTER LAGRAND","143 L. Ed. 2d 196","1999 U.S. LEXIS 1715","119 S. Ct. 1018","526 U.S. 115","3.0","conservative","True","cert","True","1998","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1998-032","1998-032-01-01","1998-032-01","1998-032-01-01-01","Criminal Procedure","10020","habeas corpus","10","Unspecified","liberal","True","reversed","no reason given","Rehnquist","1607","7","45","Arizona U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","8","1","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","3","3/3/1999","3","1999","102","WHRehnquist","117","Unspecified"
"True","86","RICKETTS, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS, et al. v. ADAMSON","97 L. Ed. 2d 1","1987 U.S. LEXIS 2866","107 S. Ct. 2680","483 U.S. 1","2.0","conservative","True","cert","True","1986","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1986-136","1986-136-01-01","1986-136-01","1986-136-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","liberal","True","reversed","no reason given","Rehnquist","1601","1","45","Arizona U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","5","4","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","22","6/22/1987","6","1987","102","WHRehnquist","95","BRWhite"
"True","94","WILLIAM DUNCAN, WARDEN v. ROBERT E. HENRY","130 L. Ed. 2d 865","1995 U.S. LEXIS 700","115 S. Ct. 887","513 U.S. 364","4.0","conservative","True","cert","True","1994","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1994-020","1994-020-01-01","1994-020-01","1994-020-01-01-01","Criminal Procedure","10020","habeas corpus","3","Federal Statute","liberal","True","affirmed","no reason given","Rehnquist","1607","7","0","unspecified","29","U.S. Court of Appeals  Ninth Circuit","8","1","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","23","1/23/1995","1","1995","102","WHRehnquist","117","Unspecified"
"True","10","CAROL HOWES, WARDEN, PETITIONER v. RANDALL LEE FIELDS","182 L. Ed. 2d 17","2012 U.S. LEXIS 1077","132 S. Ct. 1181","565 U.S. 499","2.0","conservative","True","cert","True","2011","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2011-023","2011-023-01-01","2011-023-01","2011-023-01-01-01","Criminal Procedure","10100","Miranda warnings","2","Constitutional Amendment","liberal","True","affirmed","no reason given","Roberts","1704","4","81","Michigan Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","6","3","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","21","2/21/2012","2","2012","111","JGRoberts","112","SAAlito"
"True","331","FRISBIE, WARDEN, v. COLLINS","96 L. Ed. 2d 541","1952 U.S. LEXIS 2343","72 S. Ct. 509","342 U.S. 519","2.0","conservative","True","cert","True","1951","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1951-053","1951-053-01-01","1951-053-01","1951-053-01-01-01","Criminal Procedure","10020","habeas corpus","2","Constitutional Amendment","liberal","True","reversed and remanded","to resolve important or significant question","Vinson","1303","3","81","Michigan Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","10","3/10/1952","3","1952","87","FMVinson","78","HLBlack"
"True","2","JANETTE PRICE, WARDEN v. DUYONN ANDRE VINCENT","155 L. Ed. 2d 877","2003 U.S. LEXIS 3678","123 S. Ct. 1848","538 U.S. 634","7.0","conservative","True","cert","True","2002","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2002-051","2002-051-01-01","2002-051-01","2002-051-01-01-01","Criminal Procedure","10020","habeas corpus","3","Federal Statute","liberal","True","affirmed","other reason","Rehnquist","1607","7","81","Michigan Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","19","5/19/2003","5","2003","102","WHRehnquist","102","WHRehnquist"
"True","91","AL C. PARKE, WARDEN v. RICKY HAROLD RALEY","121 L. Ed. 2d 391","1992 U.S. LEXIS 7661","113 S. Ct. 517","506 U.S. 20","2.0","conservative","True","cert","True","1992","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1992-005","1992-005-01-01","1992-005-01","1992-005-01-01-01","Criminal Procedure","10030","plea bargaining: the constitutionality of and/or the circumstances of its exercise","2","Constitutional Amendment","liberal","True","affirmed and reversed (or vacated) in part and remanded","no reason given","Rehnquist","1605","5","74","Kentucky Western U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","1","12/1/1992","12","1992","102","WHRehnquist","104","SDOConnor"
"True","100","SWEENEY, SHERIFF, v. WOODALL","97 L. Ed. 2d 114","1952 U.S. LEXIS 1518","73 S. Ct. 139","344 U.S. 86","3.0","conservative","True","cert","True","1952","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1952-012","1952-012-01-01","1952-012-01","1952-012-01-01-01","Judicial Power","90040","comity: habeas corpus","1","Constitution","liberal","True","reversed","no reason given","Vinson","1303","3","103","Ohio Northern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","8","1","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","17","11/17/1952","11","1952","117","Unspecified","117","Unspecified"
"True","8","KEITH SMITH, WARDEN v. FRANK G. SPISAK, JR.","175 L. Ed. 2d 595","2010 U.S. LEXIS 530","130 S. Ct. 676","558 U.S. 139","2.0","conservative","True","cert","True","2009","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2009-020","2009-020-01-01","2009-020-01","2009-020-01-01-01","Criminal Procedure","10130","cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)","2","Constitutional Amendment","liberal","True","affirmed and reversed (or vacated) in part and remanded","no reason given","Roberts","1703","3","103","Ohio Northern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","12","1/12/2010","1","2010","111","JGRoberts","110","SGBreyer"
"True","10","DAVID BOBBY, WARDEN, PETITIONER, v. HARRY MITTS","179 L. Ed. 2d 819","2011 U.S. LEXIS 3368","131 S. Ct. 1762","563 U.S. 395","7.0","conservative","True","cert","True","2010","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2010-038","2010-038-01-01","2010-038-01","2010-038-01-01-01","Criminal Procedure","10250","extra-legal jury influences: jurors and death penalty (cf. cruel and unusual punishment)","9","No Legal Provision","liberal","True","vacated and remanded","no reason given","Roberts","1704","4","103","Ohio Northern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","9","0","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","2","5/2/2011","5","2011","111","JGRoberts","117","Unspecified"
"True","15","JEFFREY WOODS, WARDEN, PETITIONER v. TIMOTHY ETHERTON","194 L. Ed. 2d 333","2016 U.S. LEXIS 2277","136 S. Ct. 1149","unspecified","4.0","conservative","True","cert","True","2015","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2015-074","2015-074-01-01","2015-074-01","2015-074-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","6","Infrequently litigated statutes","liberal","True","affirmed","no reason given","Roberts","1705","5","82","Michigan Western U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","8","0","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","4","4/4/2016","4","2016","111","JGRoberts","117","Unspecified"
"True","75","ROSE, WARDEN v. HODGES et al.","46 L. Ed. 2d 162","1975 U.S. LEXIS 93","96 S. Ct. 175","423 U.S. 19","2.0","conservative","True","cert","True","1975","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1975-006","1975-006-01-01","1975-006-01","1975-006-01-01-01","Criminal Procedure","10580","jury trial (right to, as distinct from extra-legal jury influences)","2","Constitutional Amendment","liberal","True","reversed","no reason given","Burger","1504","4","118","Tennessee Western U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","6","3","True","True","State","28","person convicted of crime","126","Unidentifiable  ","118","reversed","True","11","11/11/1975","11","1975","99","WEBurger","117","Unspecified"
